SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,MonthlyIncome_NA,NumberOfDependents_NA,TotalPastDueEvents,HasDependents,HasRealEstateLoan,HighRevolvingUtilization,DebtRatioAboveOne,IncomePerDependent,ApproxMonthlyDebt,LogMonthlyIncome
0,0.485689947,40,0,0.420409511,9083.0,8,0,2,0,2.0,0,0,0,1,1,0,0,3027.6666666666665,3818.579588413,9.114269903225448
0,0.051294871,54,0,0.003528582,4250.0,1,0,0,0,0.0,0,0,0,0,0,0,0,4250.0,14.9964735,8.35490952835879
0,0.0,40,0,0.194722111,2500.0,4,0,0,0,0.0,0,0,0,0,0,0,0,2500.0,486.8052775,7.824445930877619
0,0.9999999,42,0,0.487558652,7032.0,5,0,2,0,1.0,0,0,0,1,1,0,0,3516.0,3428.512440864,8.858368636308018
0,0.001538567,43,0,0.847527071,6833.0,19,0,2,0,2.0,0,0,0,1,1,0,0,2277.6666666666665,5791.152476143,8.829665432675236
0,0.0,32,0,0.0,1440.3334139003252,1,0,0,0,0.0,1,0,0,0,0,0,0,1440.3334139003252,0.0,7.273323945988531
0,0.062834656,41,0,0.515924956,4583.0,9,0,3,0,1.0,0,0,0,1,1,0,0,2291.5,2364.484073348,8.430327258394575
0,0.035988004,42,0,0.090311987,7916.0,3,0,1,0,0.0,0,0,0,0,1,0,0,7916.0,714.909689092,8.976767625171433
0,0.309085835,59,0,0.482069057,7500.0,8,0,2,0,0.0,0,0,0,0,1,0,0,7500.0,3615.5179275,8.922791623969637
1,0.744726268,33,0,0.37989146,3500.0,8,0,0,0,5.0,0,0,0,1,0,0,0,583.3333333333334,1329.62011,8.160803920954665
0,0.9999999,47,1,0.625791403,3000.0,4,0,1,0,0.0,0,0,1,0,1,0,0,3000.0,1877.374209,8.006700845440367
0,0.282490749,56,0,5274.0,0.0,16,0,2,0,2.0,1,0,0,1,1,0,1,0.0,0.0,0.0
0,0.0,62,0,0.0,3285.028293871706,11,0,0,0,0.0,1,0,0,0,0,0,0,3285.028293871706,0.0,8.097434908989756
0,0.005153311,49,0,0.016995751,4000.0,7,0,0,0,0.0,0,0,0,0,0,0,0,4000.0,67.983004,8.294299608857235
0,0.156416872,38,0,0.384863867,4333.0,10,0,2,0,1.0,0,0,0,1,1,0,0,2166.5,1667.6151357110002,8.374246182096304
1,0.997002997,51,2,1434.0,0.0,4,0,0,0,0.0,1,0,2,0,0,0,1,0.0,0.0,0.0
0,0.019849008,64,0,1187.0,0.0,6,0,1,0,0.0,1,1,0,0,1,0,1,0.0,0.0,0.0
0,0.649150094,30,0,0.085379464,3583.0,3,0,0,0,0.0,0,0,0,0,0,0,0,3583.0,305.914619512,8.18423477409482
1,0.9999999,43,0,107.0,0.0,0,0,0,1,0.0,1,0,1,0,0,0,1,0.0,0.0,0.0
0,0.040663278,68,0,725.0,0.0,6,0,0,0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0
0,0.067298917,43,0,0.230517965,15000.0,8,0,2,0,2.0,0,0,0,1,1,0,0,5000.0,3457.769475,9.61587214452889
0,0.022410345,76,0,24.0,0.0,3,0,0,0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0
0,0.111921205,58,0,0.497593484,2700.0,10,0,2,0,1.0,0,0,0,1,1,0,0,1350.0,1343.5024068,7.901377353792616
1,0.198336837,47,2,0.534176397,21666.0,14,0,4,0,4.0,0,0,2,1,1,0,0,4333.2,11573.465817402,9.983545644706709
0,0.484099431,60,0,0.079946702,1500.0,4,0,0,1,0.0,0,0,1,0,0,0,0,1500.0,119.920053,7.313886831633462
0,0.014475501,42,0,0.633626432,7505.0,8,0,4,0,0.0,0,0,0,0,1,0,0,7505.0,4755.3663721600005,8.923457979694966
0,0.210700925,52,0,0.190306947,18569.0,17,0,1,0,3.0,0,0,0,1,1,0,0,4642.25,3533.809698843,9.829302654346751
0,0.0,63,0,0.0,929.0709275676264,3,0,0,0,0.0,1,0,0,0,0,0,0,929.0709275676264,0.0,6.835260849440932
0,0.0,40,0,0.27267804,3692.0,9,0,0,0,0.0,0,0,0,0,0,0,0,3692.0,1006.72732368,8.214194414852564
0,0.14849297,79,0,0.074292571,10000.0,15,2,0,1,0.0,0,0,3,0,0,0,0,10000.0,742.92571,9.210440366976515
0,0.0,46,0,0.094777922,5380.0,10,0,0,0,0.0,0,0,0,0,0,0,0,5380.0,509.90522036,8.59062950948942
0,0.596340366,31,1,0.373588457,6375.0,9,0,2,0,0.0,0,0,1,0,1,0,0,6375.0,2381.626413375,8.760296220470051
0,0.650698603,52,2,0.070718232,7239.0,5,0,0,2,3.0,0,0,4,1,0,0,0,1809.75,511.929281448,8.887376485379763
0,0.297351324,22,0,33.0,0.0,1,0,0,0,0.0,1,1,0,0,0,0,1,0.0,0.0,0.0
0,0.002342307,58,0,0.667444185,3000.0,20,0,1,0,0.0,0,0,0,0,1,0,0,3000.0,2002.332555,8.006700845440367
0,0.441642449,30,0,0.422155689,1001.0,8,0,0,0,0.0,0,0,0,0,0,0,0,1001.0,422.577844689,6.90975328164481
0,0.130246043,68,0,1393.0,0.0,9,0,0,0,1.0,1,0,0,1,0,0,1,0.0,0.0,0.0
0,0.9999999,33,0,0.001678255,4170.0,0,0,0,0,1.0,0,0,0,1,0,0,0,2085.0,6.99832335,8.335911094196945
0,1.01036845,28,2,0.042695836,5667.0,8,0,0,0,0.0,0,0,2,0,0,1,0,5667.0,241.957302612,8.64259160081057
0,0.515927813,46,0,0.503808864,5775.0,6,0,2,0,0.0,0,0,0,0,1,0,0,5775.0,2909.4961896,8.661466680572662
0,0.657707485,48,0,2751.0,0.0,10,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.023094322,77,0,0.00874036,1944.0,2,0,0,0,0.0,0,0,0,0,0,0,0,1944.0,16.99125984,7.573017256052546
0,0.477406371,46,0,0.541642568,3457.0,9,0,1,0,3.0,0,0,0,1,1,0,0,864.25,1872.458357576,8.148445666243235
0,0.984979005,56,0,0.311471646,13066.0,9,0,2,0,1.0,0,0,0,1,1,0,0,6533.0,4069.688526636,9.477845246989146
1,0.045869095,51,0,0.441133222,10200.0,15,1,2,1,2.0,0,0,2,1,1,0,0,3400.0,4499.5588644,9.23024103368252
0,0.431056894,38,0,0.303594444,6982.0,3,0,1,0,5.0,0,0,0,1,1,0,0,1163.6666666666667,2119.696408008,8.851233902846035
0,0.706158644,68,0,0.997930386,5314.0,10,0,2,0,0.0,0,0,0,0,1,0,0,5314.0,5303.002071204,8.57828829077605
0,0.403515891,51,0,0.75727402,7732.0,8,0,2,0,1.0,0,0,0,1,1,0,0,3866.0,5855.24272264,8.953252164609035
0,0.115985766,44,0,0.395828854,4650.0,13,1,4,0,0.0,0,0,1,0,1,0,0,4650.0,1840.6041711,8.444837529224097
0,0.063364555,44,0,0.009001895,6331.0,4,0,0,0,3.0,0,0,0,1,0,0,0,1582.75,56.990997245,8.753371421000903
0,0.008534215,77,0,0.122469383,4000.0,17,0,1,0,0.0,0,0,0,0,1,0,0,4000.0,489.877532,8.294299608857235
0,0.889022109,43,0,0.272752193,3647.0,8,0,0,0,2.0,0,0,0,1,0,0,0,1215.6666666666667,994.727247871,8.201934351194222
0,0.996454906,25,0,0.316677077,1600.0,3,0,0,0,0.0,0,0,0,0,0,0,0,1600.0,506.6833232,7.378383712996714
0,0.002754338,53,0,0.284671533,10000.0,14,0,2,0,3.0,0,0,0,1,1,0,0,2500.0,2846.7153299999995,9.210440366976515
0,0.9999999,83,0,0.0,3000.0,2,1,0,0,0.0,0,0,1,0,0,0,0,3000.0,0.0,8.006700845440367
0,0.084162666,46,0,2476.0,0.0,10,0,1,0,3.0,0,0,0,1,1,0,1,0.0,0.0,0.0
0,0.309479463,55,0,1684.0,0.0,6,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
1,0.0,62,2,3489.0,0.0,18,0,2,1,0.0,1,0,3,0,1,0,1,0.0,0.0,0.0
0,0.018821684,60,0,0.968939664,2800.0,4,0,1,0,0.0,0,0,0,0,1,0,0,2800.0,2713.0310592,7.937731775260109
0,0.028037561,69,0,244.0,0.0,9,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.499271491,49,0,0.297646824,15000.0,20,0,1,0,0.0,0,0,0,0,1,0,0,15000.0,4464.702359999999,9.61587214452889
0,0.001159692,55,0,0.372193114,5343.0,18,0,1,0,0.0,0,0,0,0,1,0,0,5343.0,1988.627808102,8.583729715216482
1,0.168376122,59,0,0.292489105,3900.0,9,0,1,0,0.0,0,0,0,0,1,0,0,3900.0,1140.7075095,8.268988209506656
0,0.582853156,67,0,0.621679983,4630.0,13,0,1,0,1.0,0,0,0,1,1,0,0,2315.0,2878.3783212900003,8.440528106480752
0,0.087932011,39,0,1.206825233,2900.0,7,0,2,0,0.0,0,0,0,0,1,0,1,2900.0,3499.7931757,7.972810784121404
0,0.176068195,73,0,0.319226924,3000.0,11,0,1,0,1.0,0,0,0,1,1,0,0,1500.0,957.680772,8.006700845440367
0,0.302514672,51,0,0.332629356,10416.0,7,0,3,1,1.0,0,0,1,1,1,0,0,5208.0,3464.667372096,9.251194365984448
0,0.001151425,40,0,0.409248715,7200.0,16,0,3,0,2.0,0,0,0,1,1,0,0,2400.0,2946.590748,8.881975184248867
0,0.022370986,56,1,5566.0,0.0,10,0,5,0,0.0,1,0,1,0,1,0,1,0.0,0.0,0.0
0,0.362733914,44,0,0.925522252,2201.0,5,0,1,0,1.0,0,0,0,1,1,0,0,1100.5,2037.074476652,7.697121317282625
0,0.073528431,44,0,0.013189448,2501.0,5,0,0,0,2.0,0,0,0,1,0,0,0,833.6666666666666,32.986809447999995,7.824845691026856
0,0.534472428,55,0,2488.0,0.0,12,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.074388594,38,0,0.29190162,8334.0,8,0,3,0,2.0,0,0,0,1,1,0,0,2778.0,2432.70810108,9.028218795184896
0,0.9999999,39,0,0.361952367,3400.0,2,0,2,0,1.0,0,0,0,1,1,0,0,1700.0,1230.6380478,8.131824785007195
0,0.081020804,56,2,0.317548747,14000.0,15,0,1,1,1.0,0,0,3,1,1,0,0,7000.0,4445.682458,9.546884034617923
0,0.047582449,74,0,0.035185926,2500.0,10,0,0,0,0.0,0,0,0,0,0,0,0,2500.0,87.964815,7.824445930877619
0,0.138792772,22,0,0.020430108,929.0,3,0,0,0,0.0,0,0,0,0,0,0,0,929.0,18.979570332,6.835184586147301
0,0.018524537,33,0,0.010056898,87700.0,4,0,0,0,0.0,0,0,0,0,0,0,0,87700.0,881.9899546,11.381688580803818
0,0.009718643,57,1,0.170515541,8010.0,17,0,1,0,0.0,0,0,1,0,1,0,0,8010.0,1365.82948341,8.988570876215118
0,0.54264484,46,0,0.513226174,7900.0,9,0,1,0,1.0,0,0,0,1,1,0,0,3950.0,4054.4867746,8.974744612722734
0,0.047944903,68,0,0.379655086,4000.0,5,0,1,0,0.0,0,0,0,0,1,0,0,4000.0,1518.620344,8.294299608857235
0,0.892293408,56,0,1.257116621,3266.0,10,0,1,0,0.0,0,0,0,0,1,0,1,3266.0,4105.742884186,8.09162741160107
0,0.072658547,64,0,0.134736698,14583.0,9,0,1,0,0.0,0,0,0,0,1,0,0,14583.0,1964.865266934,9.5876803163585
0,0.026933985,54,0,0.14447371,10250.0,9,0,2,0,0.0,0,0,0,0,1,0,0,10250.0,1480.8555275,9.235130540783402
0,0.17262187,30,0,0.212882223,8600.0,5,0,2,0,0.0,0,0,0,0,1,0,0,8600.0,1830.7871178,9.05963375455148
0,0.013058136,53,0,0.095592353,12500.0,7,0,0,0,1.0,0,0,0,1,0,0,0,6250.0,1194.9044125,9.433563920090563
0,0.234707412,51,0,0.670241287,3356.0,16,0,2,0,0.0,0,0,0,0,1,0,0,3356.0,2249.329759172,8.118802996980035
0,0.516375906,64,0,0.71813775,9901.0,22,0,5,0,0.0,0,0,0,0,1,0,0,9901.0,7110.28186275,9.200492035921368
0,0.057140579,55,0,0.403463293,9643.0,14,0,1,0,0.0,0,0,0,0,1,0,0,9643.0,3890.596534399,9.17409123930106
0,0.039348033,60,0,3147.0,0.0,3,0,1,0,0.0,1,1,0,0,1,0,1,0.0,0.0,0.0
0,0.9999999,61,2,187.0,0.0,1,6,0,1,0.0,0,0,9,0,0,0,1,0.0,0.0,0.0
0,0.00179991,88,0,13.0,1.1748566110700258,2,0,0,1,0.0,1,0,1,0,0,0,1,1.1748566110700258,15.273135943910336,0.776962736422621
0,0.062841003,55,0,0.234742762,4800.0,8,0,2,0,0.0,0,0,0,0,1,0,0,4800.0,1126.7652576,8.476579508530941
0,0.055728006,68,0,0.276635929,9000.0,5,0,1,0,1.0,0,0,0,1,1,0,0,4500.0,2489.723361,9.105090961257083
0,0.623368832,33,0,0.400275103,9450.0,6,0,2,0,2.0,0,0,0,1,1,0,0,3150.0,3782.59972335,9.153875834995056
0,0.9999999,29,0,0.031914894,1503.0,0,1,0,0,0.0,0,0,1,0,0,0,0,1503.0,47.968085682,7.315883504509785
0,0.006598901,65,0,0.277271717,4500.0,12,0,1,0,0.0,0,0,0,0,1,0,0,4500.0,1247.7227265,8.412054873292933
0,0.083197227,45,0,3121.0,0.0,4,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.216358953,49,0,0.26454616,11600.0,16,0,2,0,3.0,0,0,0,1,1,0,0,2900.0,3068.735456,9.358846580275406
0,0.0,69,0,0.0,2766.38252839893,1,0,0,0,0.0,1,0,0,0,0,0,0,2766.38252839893,0.0,7.925657216852245
0,0.216098926,47,0,0.532944406,2913.0,11,0,2,0,1.0,0,0,0,1,1,0,0,1456.5,1552.467054678,7.97728198675515
1,0.9999999,42,2,0.325331971,7831.0,3,1,1,1,3.0,0,0,4,1,1,0,0,1957.75,2547.674664901,8.965973184210347
0,0.459964958,64,1,0.59790035,6000.0,12,0,1,0,0.0,0,0,1,0,1,0,0,6000.0,3587.4021,8.699681400989514
0,0.004550041,53,0,0.648796246,13000.0,24,0,2,0,2.0,0,0,0,1,1,0,0,4333.333333333333,8434.351198,9.472781556562168
0,0.03049695,68,0,0.001094757,8220.0,5,0,0,0,0.0,0,0,0,0,0,0,0,8220.0,8.99890254,9.014447135152134
0,0.519699212,66,0,0.407832278,7583.0,8,0,1,0,0.0,0,0,0,0,1,0,0,7583.0,3092.592164074,8.933796043934858
1,0.98708423,54,2,0.674852168,12175.0,16,1,3,0,2.0,0,0,3,1,1,0,0,4058.3333333333335,8216.3251454,9.407222080101468
0,0.173372966,39,0,0.398160184,10000.0,12,0,1,0,2.0,0,0,0,1,1,0,0,3333.333333333333,3981.60184,9.210440366976515
0,0.073601798,29,0,0.150543958,3400.0,8,0,0,0,0.0,0,0,0,0,0,0,0,3400.0,511.8494572,8.131824785007195
0,0.9999999,60,0,3.0,43.80713790220261,0,0,0,0,0.0,1,0,0,0,0,0,1,43.80713790220261,131.42141370660784,3.80236745490372
0,0.953490093,45,0,0.940750323,3864.0,26,0,2,0,2.0,0,0,0,1,1,0,0,1288.0,3635.059248072,8.259716961021523
0,0.384680766,41,0,0.581137154,8916.0,13,0,2,0,2.0,0,0,0,1,1,0,0,2972.0,5181.418865064,9.09571484613488
0,0.9999999,31,0,0.291784703,6000.0,8,0,1,0,0.0,0,0,0,0,1,0,0,6000.0,1750.7082179999998,8.699681400989514
0,0.926687809,51,0,0.50769846,5000.0,6,0,0,0,1.0,0,0,0,1,0,0,0,2500.0,2538.4923,8.517393171418904
0,0.377719247,62,0,1829.0,0.0,6,0,1,0,1.0,1,0,0,1,1,0,1,0.0,0.0,0.0
0,0.715188303,46,0,1.034950071,2803.0,6,0,1,0,2.0,0,0,0,1,1,0,1,934.3333333333334,2900.965049013,7.938802248154481
0,0.029372098,71,0,0.050118735,8000.0,14,0,0,0,0.0,0,0,0,0,0,0,0,8000.0,400.94988,8.987321812850125
0,0.228056234,67,0,0.110415217,4310.0,8,0,0,0,1.0,0,0,0,1,0,0,0,2155.0,475.88958527,8.368925174747135
0,0.578125629,42,0,0.413622728,5666.0,7,0,1,0,0.0,0,0,0,0,1,0,0,5666.0,2343.586376848,8.64241515616962
0,0.005432605,71,0,0.002920561,3423.0,7,0,0,0,0.0,0,0,0,0,0,0,0,3423.0,9.997080303,8.138564737261632
0,0.225584961,42,0,1538.0,0.0,3,0,1,0,2.0,0,0,0,1,1,0,1,0.0,0.0,0.0
0,0.934585359,64,1,0.187320845,15000.0,8,0,0,0,0.0,0,0,1,0,0,0,0,15000.0,2809.812675,9.61587214452889
0,0.0,43,0,0.543945605,10000.0,8,0,2,0,0.0,0,0,0,0,1,0,0,10000.0,5439.45605,9.210440366976515
0,0.046619068,40,0,0.777173155,7166.0,10,0,4,0,2.0,0,0,0,1,1,0,0,2388.6666666666665,5569.22282873,8.877242435993919
0,0.662126872,65,1,0.365772371,6000.0,11,0,1,0,0.0,0,0,1,0,1,0,0,6000.0,2194.634226,8.699681400989514
0,0.277758994,60,0,0.04179582,10000.0,6,0,0,0,1.0,0,0,0,1,0,0,0,5000.0,417.9582,9.210440366976515
0,0.311172207,56,0,0.214447464,4415.0,4,0,2,0,0.0,0,0,0,0,1,0,0,4415.0,946.78555356,8.392989587956931
0,0.9999999,48,1,0.203686348,3200.0,2,3,0,1,3.0,0,0,5,1,0,0,0,800.0,651.7963136,8.071218539969863
0,0.042276542,59,0,0.224700582,9100.0,9,0,1,0,0.0,0,0,0,0,1,0,0,9100.0,2044.7752962,9.116139576577355
0,0.132095991,54,0,0.088601754,6500.0,9,0,0,0,0.0,0,0,0,0,0,0,0,6500.0,575.9114010000001,8.77971129020447
0,0.02509749,53,0,0.002888981,2422.0,2,0,0,0,1.0,0,0,0,1,0,0,0,1211.0,6.997111982,7.792761720816526
0,0.874867561,41,0,5.121252498,1500.0,5,0,1,0,0.0,0,0,0,0,1,0,1,1500.0,7681.878747,7.313886831633462
0,0.053497325,43,0,0.226077392,10000.0,4,0,2,0,1.0,0,0,0,1,1,0,0,5000.0,2260.77392,9.210440366976515
0,0.63895812,43,0,0.349216928,3000.0,6,1,0,0,0.0,0,0,1,0,0,0,0,3000.0,1047.650784,8.006700845440367
0,0.062016313,51,0,0.157584242,10000.0,11,0,1,0,1.0,0,0,0,1,1,0,0,5000.0,1575.8424200000002,9.210440366976515
0,0.033139269,48,0,0.330601892,10250.0,8,0,3,0,3.0,0,0,0,1,1,0,0,2562.5,3388.669393,9.235130540783402
0,0.139435375,70,0,0.877402819,2340.0,6,0,1,0,0.0,0,0,0,0,1,0,0,2340.0,2053.12259646,7.75833346749091
0,0.750067566,46,0,0.35417843,7083.0,14,0,1,0,0.0,0,0,0,0,1,0,0,7083.0,2508.64581969,8.865593998902725
0,0.221143214,32,0,0.374240583,5760.0,16,0,1,0,0.0,0,0,0,0,1,0,0,5760.0,2155.62575808,8.658866349732383
0,0.996597882,59,0,2965.0,0.0,11,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.015147747,63,0,1167.0,0.0,11,0,1,0,1.0,1,0,0,1,1,0,1,0.0,0.0,0.0
1,0.239164591,61,1,10229.0,0.0,20,0,5,1,0.0,1,0,2,0,1,0,1,0.0,0.0,0.0
0,0.286942611,47,0,0.040393013,4579.0,4,3,0,0,2.0,0,0,3,1,0,0,0,1526.3333333333333,184.959606527,8.429454277108231
0,0.017799676,46,0,0.394857485,5016.0,10,0,1,0,1.0,0,0,0,1,1,0,0,2508.0,1980.60514476,8.520587424484253
0,0.968973458,56,0,0.06097561,6067.0,1,0,0,0,0.0,0,0,0,0,0,0,0,6067.0,369.93902587,8.710784340468424
0,0.066240302,64,0,0.027958993,3218.0,9,0,0,0,0.0,0,0,0,0,0,0,0,3218.0,89.972039474,8.076826031298808
1,0.9999999,34,0,0.003635262,3300.0,0,0,0,0,4.0,0,0,0,1,0,0,0,660.0,11.9963646,8.101980731853192
0,0.136309811,45,0,0.439235725,4500.0,3,0,1,0,0.0,0,0,0,0,1,0,0,4500.0,1976.5607625,8.412054873292933
0,0.00588657,71,0,3.0,0.0,3,0,0,0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0
1,0.9999999,55,0,52.0,0.0,3,2,0,0,0.0,1,0,2,0,0,0,1,0.0,0.0,0.0
0,0.341149458,62,0,0.164855954,18500.0,14,0,1,0,0.0,0,0,0,0,1,0,0,18500.0,3049.835149,9.825580063659602
0,0.217622708,35,0,1490.0,0.0,7,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.024641302,51,0,0.057780097,7666.0,5,0,0,0,0.0,0,0,0,0,0,0,0,7666.0,442.942223602,8.944680683558895
0,0.053998412,41,0,0.36244898,6124.0,11,0,1,0,3.0,0,0,0,1,1,0,0,1531.0,2219.63755352,8.720134035412928
0,0.36748944,59,0,3107.0,0.0,8,0,2,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.0,54,1,0.141968451,4500.0,6,0,0,0,0.0,0,0,1,0,0,0,0,4500.0,638.8580294999999,8.412054873292933
0,0.002342405,74,0,972.0,0.0,14,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.491104164,47,2,4029.0,0.0,20,1,2,1,0.0,1,0,4,0,1,0,1,0.0,0.0,0.0
0,0.001434095,75,0,1.025487256,666.0,19,0,2,0,0.0,0,0,0,0,1,0,1,666.0,682.974512496,6.502790045915623
0,0.057262353,64,0,0.72735761,4283.0,9,0,2,1,0.0,0,0,1,0,1,0,0,4283.0,3115.27264363,8.36264243156764
0,0.025319939,48,0,0.049900919,5550.0,9,0,0,0,0.0,0,0,0,0,0,0,0,5550.0,276.95010045000004,8.621733370690162
0,0.155285196,50,0,0.266826661,9166.0,5,0,1,0,1.0,0,0,0,1,1,0,0,4583.0,2445.733174726,9.123365357961776
0,0.094740444,47,0,0.368421053,6250.0,8,0,1,0,3.0,0,0,0,1,1,0,0,1562.5,2302.63158125,8.740496729931813
0,0.268182997,86,1,1749.0,0.0,18,0,0,0,0.0,1,0,1,0,0,0,1,0.0,0.0,0.0
0,0.0,81,0,32.0,8.560027110975641,8,0,0,0,0.0,1,0,0,0,0,0,1,8.560027110975641,273.9208675512205,2.257590562935402
0,0.31115972,52,0,0.376599312,11332.0,10,0,2,0,1.0,0,0,0,1,1,0,0,5666.0,4267.623403584,9.335474102732949
0,0.091666559,57,0,0.269644162,9582.0,9,0,2,0,2.0,0,0,0,1,1,0,0,3194.0,2583.730360284,9.167745974343765
0,0.300739201,41,0,0.336045278,5653.0,10,0,1,0,4.0,0,0,0,1,1,0,0,1130.6,1899.663956534,8.640118538253535
0,0.039829544,52,0,0.178637748,13462.0,7,0,1,0,4.0,0,0,0,1,1,0,0,2692.4,2404.8213635760003,9.507700460979237
0,0.0,40,0,0.431785045,4800.0,10,0,1,0,3.0,0,0,0,1,1,0,0,1200.0,2072.568216,8.476579508530941
0,0.655021834,27,0,0.222259247,3000.0,7,0,0,0,0.0,0,0,0,0,0,0,0,3000.0,666.777741,8.006700845440367
0,0.505157899,45,0,0.142967842,7742.0,6,0,1,0,6.0,0,0,0,1,1,0,0,1106.0,1106.857032764,8.954544488386723
0,0.21566899,64,0,0.230110159,2450.0,12,0,0,0,0.0,0,0,0,0,0,0,0,2450.0,563.76988955,7.804251383528112
0,0.058464444,67,0,103.0,0.0,5,0,0,0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0
0,0.002549873,85,0,1.0,1.1632968227169984,2,0,0,0,0.0,1,1,0,0,0,0,0,1.1632968227169984,1.1632968227169984,0.7716333648871339
0,0.051482762,65,0,0.12763596,900.0,7,0,0,0,0.0,0,0,0,0,0,0,0,900.0,114.872364,6.803505257608338
0,0.182837953,47,0,0.115224378,8400.0,11,0,0,0,1.0,0,0,0,1,0,0,0,4200.0,967.8847752,9.036106025364846
0,0.9999999,37,0,0.0,3214.604601060415,0,1,0,0,0.0,1,0,1,0,0,0,0,3214.604601060415,0.0,8.075770675308739
0,0.192358952,28,0,0.415916817,5000.0,6,0,1,0,2.0,0,0,0,1,1,0,0,1666.6666666666667,2079.584085,8.517393171418904
0,0.105707977,63,0,577.0,0.0,3,0,0,0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0
0,0.0,69,0,0.004041721,7669.0,4,0,0,0,0.0,0,0,0,0,0,0,0,7669.0,30.995958349,8.945071894361302
0,0.036096681,79,0,0.092423906,4500.0,3,0,1,0,1.0,0,0,0,1,1,0,0,2250.0,415.907577,8.412054873292933
0,0.018955417,76,0,0.0029521,10500.0,13,0,0,0,0.0,0,0,0,0,0,0,0,10500.0,30.99705,9.259225769705994
1,0.04479888,62,0,0.630415026,3300.0,6,0,2,0,0.0,0,0,0,0,1,0,0,3300.0,2080.3695858,8.101980731853192
0,0.27924661,43,0,0.169406929,10217.0,8,0,0,0,1.0,0,0,0,1,0,0,0,5108.5,1730.8305935930002,9.231906149890744
0,0.079820501,70,0,0.026141241,2562.0,5,0,0,0,0.0,0,0,0,0,0,0,0,2562.0,66.97385944199999,7.848933726364071
0,0.572553431,58,1,0.434754312,3072.0,8,0,1,0,0.0,0,0,1,0,1,0,0,3072.0,1335.565246464,8.030409562130485
1,0.577153828,52,2,5435.0,0.0,8,0,3,0,3.0,1,0,2,1,1,0,1,0.0,0.0,0.0
0,0.9999999,66,0,1433.0,0.0,3,0,0,0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0
0,0.0,54,1,0.61391087,2400.0,4,0,1,0,2.0,0,0,1,1,1,0,0,800.0,1473.386088,7.783640596221253
0,0.050479254,39,0,0.606748746,10964.0,11,0,6,0,2.0,0,0,0,1,1,0,0,3654.6666666666665,6652.393251144,9.302463660851988
0,0.9999999,55,0,0.5152,1874.0,2,0,0,0,0.0,0,0,0,0,0,0,0,1874.0,965.4848,7.536363938404511
0,0.057860076,70,0,2055.0,0.0,8,0,2,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.148142593,68,0,0.252887356,6666.0,6,0,1,0,0.0,0,0,0,0,1,0,0,6666.0,1685.747115096,8.80492526261806
0,0.193680632,58,0,0.378032525,3750.0,7,0,2,0,0.0,0,0,0,0,1,0,0,3750.0,1417.62196875,8.229777750081887
0,0.006052509,46,0,0.247678019,3875.0,22,0,1,0,0.0,0,0,0,0,1,0,0,3875.0,959.752323625,8.262558973010657
0,0.936753162,71,0,0.160419598,7816.0,6,0,0,0,0.0,0,0,0,0,0,0,0,7816.0,1253.839577968,8.96405612822033
1,0.9999999,62,98,0.0,1810.2292647486304,0,98,0,98,0.0,1,0,294,0,0,0,0,1810.2292647486304,0.0,7.50176104553548
0,0.49810038,28,0,0.340144742,2348.0,3,0,0,0,0.0,0,0,0,0,0,0,0,2348.0,798.659854216,7.761744984658913
0,0.018137016,56,1,0.461157843,4041.0,8,0,1,0,6.0,0,0,1,1,1,0,0,577.2857142857143,1863.538843563,8.304494897963567
0,0.236830112,42,0,1161.0,0.0,10,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.0,48,0,1729.0,0.0,7,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.087668295,47,0,3797.0,0.0,6,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.317940366,49,1,0.668158224,5586.0,14,0,1,0,1.0,0,0,1,1,1,0,0,2793.0,3732.331839264,8.628197749459149
0,0.014406874,61,0,22.0,0.0,5,0,0,0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0
